Interaction_ID,Date,Agent,Issue_Type,Priority,Channel,Response_Time_Minutes,Resolution_Time_Hours,Resolution_Status,FCR,Escalated,Quality_Score,CSAT,Compliance_Score
INT-01193,2025-05-28,Agent_18,Delivery Delay,Critical,Chat,64.8,92.9,Escalated,Yes,Yes,69.7,3,88.7
INT-02096,2025-05-29,Agent_02,Login Issue,High,WhatsApp,120.4,59.7,Escalated,Yes,Yes,68.9,4,84.4
INT-00723,2025-05-29,Agent_09,Payment Issue,Critical,WhatsApp,77.8,55.2,Resolved,Yes,No,88.4,4,86.7
INT-02682,2025-05-29,Agent_13,Refund Issue,Medium,WhatsApp,240.0,79.2,Resolved,Yes,No,82.9,4,92.3
INT-04922,2025-05-29,Agent_11,Account Blocked,Critical,Email,240.0,86.2,Resolved,No,No,69.8,3,99.4
INT-01413,2025-05-29,Agent_09,Payment Issue,Low,Email,32.1,20.3,Resolved,Yes,No,80.3,5,83.2
INT-04105,2025-05-29,Agent_16,Payment Issue,Medium,Chat,81.3,41.1,Resolved,Yes,No,86.3,5,85.3
INT-02479,2025-05-29,Agent_02,Payment Issue,Medium,Phone,105.4,23.2,In Progress,Yes,No,68.7,4,85.6
INT-01360,2025-05-29,Agent_17,App Crash,Critical,Chat,93.4,56.5,Resolved,Yes,No,85.6,5,94.7
INT-01141,2025-05-29,Agent_10,Login Issue,Medium,Email,114.2,72.9,Resolved,No,No,72.2,4,97.2
INT-02629,2025-05-29,Agent_05,General Inquiry,Low,Chat,42.0,21.2,Resolved,No,No,88.7,5,84.6
INT-04818,2025-05-29,Agent_16,Product Defect,Medium,Phone,99.4,31.4,Resolved,Yes,No,96.6,5,96.6
INT-02862,2025-05-29,Agent_12,App Crash,Low,Email,164.0,12.7,Resolved,Yes,No,94.7,4,88.7
INT-03189,2025-05-29,Agent_12,App Crash,Low,Email,68.5,28.8,Resolved,Yes,No,84.2,4,96.1
INT-02283,2025-05-29,Agent_06,Refund Issue,Low,Phone,34.2,31.1,Resolved,Yes,No,85.5,5,92.3
INT-02477,2025-05-29,Agent_09,General Inquiry,Medium,Phone,101.8,15.8,Escalated,Yes,Yes,83.9,4,86.2
INT-02627,2025-05-29,Agent_20,Account Blocked,Low,Chat,67.1,31.2,Resolved,Yes,No,92.2,5,98.8
INT-02493,2025-05-29,Agent_20,App Crash,High,Phone,137.9,43.2,Resolved,Yes,No,91.1,5,90.4
INT-02805,2025-05-29,Agent_04,Refund Issue,Medium,Email,62.1,45.4,Resolved,Yes,No,89.7,5,94.4
INT-04883,2025-05-29,Agent_08,Delivery Delay,Medium,Phone,80.2,32.7,Escalated,Yes,Yes,71.4,4,87.9
INT-03538,2025-05-29,Agent_12,Delivery Delay,High,WhatsApp,156.3,57.8,Resolved,No,No,76.0,4,93.7
INT-03816,2025-05-29,Agent_01,General Inquiry,Critical,Phone,141.5,77.1,Resolved,No,No,59.8,4,95.1
INT-02719,2025-05-29,Agent_17,Payment Issue,Critical,Chat,130.9,63.0,Escalated,Yes,No,77.4,4,95.7
INT-01152,2025-05-29,Agent_03,Payment Issue,High,Chat,62.3,27.0,Resolved,Yes,No,79.7,4,92.5
INT-02444,2025-05-29,Agent_03,App Crash,Medium,Chat,45.4,60.4,Resolved,No,No,71.7,5,93.8
INT-00651,2025-05-29,Agent_04,Payment Issue,Low,Email,114.7,21.2,Resolved,Yes,No,80.8,5,84.7
INT-03765,2025-05-29,Agent_09,Product Defect,High,Phone,152.5,34.5,Escalated,No,No,72.9,3,93.7
INT-02407,2025-05-29,Agent_10,Delivery Delay,Low,WhatsApp,27.6,20.4,In Progress,Yes,No,99.4,5,84.9
INT-04402,2025-05-29,Agent_08,Refund Issue,Low,Email,56.4,14.9,Resolved,Yes,No,88.5,5,92.3
INT-02379,2025-05-29,Agent_19,General Inquiry,Medium,Phone,121.2,37.6,Escalated,Yes,No,100.0,5,92.0
INT-02619,2025-05-29,Agent_14,Delivery Delay,High,Email,94.6,60.6,Escalated,No,Yes,54.4,3,86.0
INT-04185,2025-05-29,Agent_19,General Inquiry,Medium,Phone,73.9,24.9,In Progress,No,No,90.2,5,99.0
INT-04093,2025-05-29,Agent_01,App Crash,High,Email,94.2,70.0,In Progress,Yes,No,67.5,4,88.3
INT-04844,2025-05-29,Agent_16,Login Issue,High,Email,67.2,55.5,Resolved,Yes,No,77.7,5,95.9
INT-02232,2025-05-29,Agent_15,General Inquiry,High,Phone,168.8,51.2,Resolved,Yes,No,91.4,3,98.6
INT-02333,2025-05-29,Agent_14,Payment Issue,Low,Chat,116.5,19.3,In Progress,No,No,86.6,4,93.0
INT-02586,2025-05-29,Agent_10,Login Issue,Low,Email,199.2,14.5,Resolved,Yes,No,82.2,3,90.3
INT-00827,2025-05-29,Agent_17,Payment Issue,Critical,WhatsApp,95.8,37.3,Resolved,Yes,No,80.7,5,91.4
INT-04202,2025-05-29,Agent_09,App Crash,High,WhatsApp,107.7,40.3,Resolved,Yes,No,78.6,5,84.0
INT-04945,2025-05-30,Agent_01,App Crash,Medium,Phone,62.5,48.9,Resolved,No,No,66.2,4,89.7
INT-02637,2025-05-30,Agent_14,Login Issue,High,WhatsApp,70.2,41.7,Resolved,Yes,No,91.4,4,93.3
INT-02197,2025-05-30,Agent_08,Payment Issue,Medium,WhatsApp,110.0,27.8,Resolved,Yes,No,84.9,5,92.9
INT-04953,2025-05-30,Agent_20,Login Issue,Low,Email,89.6,63.9,Resolved,Yes,No,93.9,5,90.8
INT-03227,2025-05-30,Agent_18,Payment Issue,High,WhatsApp,58.0,47.9,Resolved,Yes,No,84.2,5,97.6
INT-01812,2025-05-30,Agent_15,General Inquiry,Medium,Email,89.8,8.7,Resolved,Yes,No,89.2,5,85.0
INT-03215,2025-05-30,Agent_13,Delivery Delay,Medium,Phone,55.2,33.6,In Progress,Yes,No,78.9,4,92.2
INT-00914,2025-05-30,Agent_11,Product Defect,Low,Chat,64.7,28.8,Resolved,Yes,No,92.1,5,95.5
INT-01876,2025-05-30,Agent_17,Payment Issue,Low,Chat,18.2,14.1,Resolved,Yes,No,90.7,5,88.1
INT-04585,2025-05-30,Agent_18,Payment Issue,Low,Email,71.8,20.8,Resolved,Yes,No,100.0,5,96.8
INT-02233,2025-05-30,Agent_06,App Crash,Medium,WhatsApp,69.8,33.9,Escalated,Yes,Yes,73.7,3,85.9
INT-04399,2025-05-30,Agent_19,Payment Issue,Low,Email,69.2,16.5,In Progress,Yes,No,99.8,5,94.7
INT-00389,2025-05-30,Agent_14,Account Blocked,High,Email,93.2,44.9,In Progress,Yes,No,84.9,5,92.0
INT-02356,2025-05-30,Agent_05,Delivery Delay,Low,Chat,33.2,17.8,Resolved,Yes,No,81.0,5,87.8
INT-03070,2025-05-30,Agent_14,Account Blocked,Medium,Chat,139.1,70.6,In Progress,Yes,No,83.2,4,94.1
INT-01184,2025-05-30,Agent_08,Account Blocked,Low,Email,40.2,49.1,Resolved,Yes,No,83.1,4,91.2
INT-04379,2025-05-30,Agent_15,Login Issue,Medium,Phone,127.8,45.3,Resolved,Yes,No,90.3,4,91.0
INT-01670,2025-05-30,Agent_07,Refund Issue,Low,Phone,52.7,28.2,Escalated,Yes,No,83.2,4,91.0
INT-01009,2025-05-30,Agent_12,Product Defect,Low,Chat,109.2,67.0,Resolved,No,No,76.8,4,96.6
INT-04986,2025-05-30,Agent_06,Product Defect,High,Chat,67.4,46.5,In Progress,Yes,No,73.5,4,96.9
INT-04523,2025-05-30,Agent_10,Refund Issue,Medium,Phone,79.8,35.8,In Progress,Yes,No,85.8,5,82.6
INT-01372,2025-05-30,Agent_13,Login Issue,Low,Phone,82.3,16.6,Resolved,No,No,88.2,5,88.7
INT-00017,2025-05-30,Agent_10,Login Issue,Medium,Chat,151.8,66.7,Escalated,No,Yes,70.5,3,94.0
INT-02747,2025-05-30,Agent_04,General Inquiry,Critical,Chat,79.9,64.2,Escalated,No,Yes,62.9,3,84.7
INT-04612,2025-05-30,Agent_08,Refund Issue,Medium,Email,90.3,34.3,In Progress,Yes,No,74.9,4,90.0
INT-03133,2025-05-30,Agent_18,Login Issue,Medium,Email,51.9,52.8,Resolved,No,No,80.3,5,91.2
INT-02335,2025-05-30,Agent_19,Delivery Delay,High,Phone,193.7,51.5,Resolved,Yes,No,86.4,4,94.2
INT-02302,2025-05-30,Agent_15,Refund Issue,Low,Email,90.3,19.0,Resolved,Yes,No,83.8,5,93.1
INT-00537,2025-05-31,Agent_20,Product Defect,Low,Chat,73.3,16.0,Resolved,Yes,No,92.4,5,97.0
INT-00139,2025-05-31,Agent_04,Refund Issue,High,WhatsApp,97.4,53.3,Resolved,No,No,74.6,4,91.1
INT-02017,2025-05-31,Agent_11,Refund Issue,High,Chat,125.3,57.4,Resolved,Yes,No,78.3,4,93.8
INT-01956,2025-05-31,Agent_02,Refund Issue,Medium,Phone,54.1,45.1,Resolved,Yes,No,76.2,4,86.9
INT-04459,2025-05-31,Agent_08,Login Issue,High,Chat,50.5,41.8,Resolved,Yes,No,87.2,4,88.8
INT-02135,2025-05-31,Agent_17,General Inquiry,Low,Email,47.6,9.7,Resolved,Yes,No,91.4,5,90.5
INT-04217,2025-05-31,Agent_09,General Inquiry,Medium,Phone,90.5,28.7,In Progress,Yes,No,96.4,5,87.7
INT-02351,2025-05-31,Agent_15,Payment Issue,Medium,Phone,62.1,29.3,Resolved,Yes,No,99.2,5,91.6
INT-02021,2025-05-31,Agent_09,Delivery Delay,Medium,Phone,53.3,37.4,Resolved,Yes,No,77.5,5,82.9
INT-00574,2025-05-31,Agent_14,Account Blocked,Medium,WhatsApp,136.2,61.3,Resolved,No,No,74.8,3,93.5
INT-02342,2025-05-31,Agent_20,Refund Issue,High,Email,96.9,41.1,Escalated,Yes,Yes,81.9,4,86.6
INT-02429,2025-05-31,Agent_04,Login Issue,Critical,Email,122.6,44.7,Escalated,Yes,Yes,54.8,3,85.0
INT-01429,2025-05-31,Agent_03,Refund Issue,Low,Phone,17.3,75.6,In Progress,Yes,No,78.9,4,92.1
INT-00975,2025-05-31,Agent_16,General Inquiry,High,Chat,56.5,30.2,Resolved,Yes,No,93.2,5,94.8
INT-02649,2025-05-31,Agent_04,Product Defect,High,Email,53.5,34.8,In Progress,Yes,No,70.9,4,89.1
INT-02635,2025-05-31,Agent_16,Login Issue,Medium,Email,52.1,22.4,Resolved,Yes,No,82.0,4,91.8
INT-04603,2025-05-31,Agent_01,General Inquiry,Low,Email,87.0,26.9,Resolved,Yes,No,83.7,5,92.2
INT-00872,2025-05-31,Agent_12,Login Issue,High,Email,65.7,85.3,Escalated,Yes,Yes,80.2,4,87.9
INT-00238,2025-05-31,Agent_19,Delivery Delay,High,Email,142.6,34.6,Resolved,Yes,No,90.5,5,88.7
INT-00113,2025-05-31,Agent_04,Delivery Delay,Medium,Phone,59.5,36.2,Resolved,Yes,No,85.5,5,92.0
INT-00802,2025-05-31,Agent_13,Payment Issue,High,Phone,70.6,62.9,Resolved,No,No,73.0,5,96.9
INT-00350,2025-05-31,Agent_12,Login Issue,High,Email,142.7,40.3,Resolved,Yes,No,74.4,4,91.6
INT-00763,2025-05-31,Agent_06,Refund Issue,Low,WhatsApp,58.9,27.3,Escalated,Yes,Yes,77.9,4,91.2
INT-04279,2025-05-31,Agent_09,App Crash,Medium,Phone,35.2,31.5,Resolved,No,No,75.9,5,93.1
INT-01270,2025-05-31,Agent_11,Payment Issue,High,Chat,111.2,52.3,Resolved,Yes,No,79.4,4,91.6
INT-03112,2025-05-31,Agent_01,Login Issue,Medium,Phone,85.0,47.1,Resolved,Yes,No,80.6,5,90.4
INT-03558,2025-05-31,Agent_01,App Crash,Medium,Chat,52.6,34.1,Escalated,Yes,No,77.4,4,85.6
INT-01137,2025-05-31,Agent_18,Payment Issue,Medium,Phone,45.4,35.5,Resolved,Yes,No,88.3,5,88.6
INT-00176,2025-06-01,Agent_11,General Inquiry,Medium,WhatsApp,29.9,45.5,Resolved,Yes,No,88.5,4,92.7
INT-03517,2025-06-01,Agent_11,Payment Issue,High,Chat,87.0,55.5,In Progress,Yes,No,80.5,4,90.6
INT-03406,2025-06-01,Agent_12,Payment Issue,Medium,Chat,60.4,95.8,Resolved,Yes,No,87.0,5,92.0
INT-02217,2025-06-01,Agent_11,App Crash,Low,Email,217.0,17.9,In Progress,No,No,79.1,4,90.8
INT-00990,2025-06-01,Agent_12,Payment Issue,Critical,WhatsApp,123.8,96.0,Resolved,No,No,70.7,4,87.3
INT-00531,2025-06-01,Agent_14,Login Issue,Low,WhatsApp,53.0,9.1,Escalated,Yes,No,86.3,5,90.2
INT-02210,2025-06-01,Agent_19,Delivery Delay,Low,Phone,55.6,31.8,Resolved,No,No,88.3,4,98.5
INT-03601,2025-06-01,Agent_20,General Inquiry,Low,Chat,30.6,30.0,In Progress,Yes,No,96.4,5,100.0
INT-02748,2025-06-01,Agent_04,Payment Issue,Medium,WhatsApp,44.3,45.6,Resolved,Yes,No,75.2,4,91.8
INT-04633,2025-06-01,Agent_06,Product Defect,Critical,Chat,161.7,50.8,Resolved,No,No,71.5,4,87.5
INT-01450,2025-06-01,Agent_09,Delivery Delay,High,Phone,72.6,32.1,Resolved,No,No,76.4,5,92.8
INT-01371,2025-06-01,Agent_17,Login Issue,Low,Phone,22.8,30.8,Escalated,Yes,Yes,84.8,4,92.3
INT-00673,2025-06-01,Agent_12,Payment Issue,Medium,Phone,35.6,38.6,Resolved,No,No,84.9,4,95.5
INT-02893,2025-06-01,Agent_02,General Inquiry,Medium,Phone,240.0,17.9,Resolved,No,No,69.2,3,92.4
INT-02830,2025-06-01,Agent_18,Refund Issue,Low,Phone,66.5,67.9,Resolved,Yes,No,85.3,5,87.3
INT-03702,2025-06-01,Agent_18,General Inquiry,Critical,Email,130.5,37.5,In Progress,No,No,81.8,4,91.2
INT-00924,2025-06-01,Agent_14,Product Defect,High,Chat,106.8,50.7,Escalated,No,No,81.0,5,89.5
INT-00536,2025-06-01,Agent_03,General Inquiry,Medium,Phone,108.0,40.1,Resolved,Yes,No,94.2,5,90.9
INT-01899,2025-06-01,Agent_11,Delivery Delay,Medium,WhatsApp,66.8,49.8,Resolved,Yes,No,77.3,4,95.0
INT-00366,2025-06-01,Agent_01,Delivery Delay,High,WhatsApp,84.8,43.7,Escalated,Yes,No,76.6,4,90.0
INT-00264,2025-06-01,Agent_01,Delivery Delay,Low,Chat,57.6,16.2,Resolved,Yes,No,70.7,4,86.1
INT-02827,2025-06-01,Agent_06,App Crash,Low,Chat,127.6,55.8,Escalated,Yes,No,87.6,5,95.4
INT-00931,2025-06-01,Agent_13,Account Blocked,Medium,Phone,74.9,23.6,Resolved,No,No,74.3,4,94.7
INT-00015,2025-06-01,Agent_17,App Crash,Medium,Phone,39.8,30.5,In Progress,Yes,No,95.8,5,94.1
INT-04890,2025-06-01,Agent_15,Delivery Delay,Low,Chat,85.5,52.6,Resolved,Yes,No,89.9,4,100.0
INT-02544,2025-06-01,Agent_11,Product Defect,Low,Chat,27.1,14.9,In Progress,Yes,No,91.9,5,91.2
INT-02545,2025-06-01,Agent_01,Payment Issue,Medium,Phone,95.9,32.8,Resolved,Yes,No,77.1,4,90.2
INT-03374,2025-06-01,Agent_18,Refund Issue,Medium,Phone,78.5,40.7,In Progress,Yes,No,90.2,4,89.5
INT-00486,2025-06-01,Agent_09,General Inquiry,High,Email,80.4,41.7,Escalated,Yes,Yes,82.7,4,87.7
INT-04915,2025-06-01,Agent_09,Payment Issue,Medium,Email,94.3,17.7,Resolved,Yes,No,79.8,4,91.1
INT-01176,2025-06-01,Agent_13,Payment Issue,Critical,Phone,94.6,76.0,Resolved,Yes,No,75.6,4,87.2
INT-00260,2025-06-01,Agent_10,Delivery Delay,High,Phone,121.5,39.0,In Progress,Yes,No,79.1,4,91.8
INT-02974,2025-06-01,Agent_19,Payment Issue,High,WhatsApp,107.0,29.8,Resolved,Yes,No,99.8,4,96.0
INT-01574,2025-06-02,Agent_09,Payment Issue,High,Phone,98.4,24.7,Resolved,No,No,87.3,4,92.8
INT-01503,2025-06-02,Agent_06,Product Defect,High,Phone,70.2,37.7,Escalated,No,No,76.0,4,96.9
INT-04563,2025-06-02,Agent_11,Payment Issue,Medium,WhatsApp,49.9,34.0,Resolved,Yes,No,93.1,5,90.1
INT-02606,2025-06-02,Agent_06,Delivery Delay,Medium,Phone,102.6,20.9,In Progress,Yes,No,74.6,4,77.8
INT-00698,2025-06-02,Agent_17,Account Blocked,Medium,Phone,40.8,47.5,Resolved,Yes,No,100.0,5,87.5
INT-04200,2025-06-02,Agent_02,Payment Issue,Medium,Phone,36.9,65.4,Resolved,Yes,No,78.9,5,87.4
INT-02119,2025-06-02,Agent_01,App Crash,Low,Email,87.0,26.0,Resolved,Yes,No,73.9,4,86.6
INT-00274,2025-06-02,Agent_16,Refund Issue,Critical,WhatsApp,116.7,70.0,Resolved,No,No,69.6,4,87.7
INT-03311,2025-06-02,Agent_04,Refund Issue,High,Phone,87.3,89.6,In Progress,Yes,No,70.5,4,94.7
INT-04754,2025-06-02,Agent_10,Refund Issue,Medium,WhatsApp,67.3,25.4,Resolved,Yes,No,85.5,5,95.2
INT-01523,2025-06-02,Agent_10,General Inquiry,Medium,WhatsApp,157.4,56.2,Resolved,No,No,67.4,3,91.8
INT-03372,2025-06-02,Agent_04,Product Defect,Low,Email,146.9,23.4,Resolved,Yes,No,82.4,4,88.1
INT-01489,2025-06-02,Agent_20,Delivery Delay,Low,WhatsApp,28.3,31.2,Resolved,Yes,No,83.2,5,85.1
INT-02955,2025-06-02,Agent_02,App Crash,Low,WhatsApp,83.4,71.1,Escalated,Yes,No,83.3,5,93.9
INT-03854,2025-06-02,Agent_11,Delivery Delay,Medium,Phone,86.3,40.6,Escalated,Yes,Yes,71.0,4,91.9
INT-03240,2025-06-02,Agent_17,Account Blocked,High,Email,62.9,84.7,Resolved,Yes,No,84.9,5,93.3
INT-01045,2025-06-02,Agent_09,General Inquiry,High,Chat,47.0,52.8,In Progress,Yes,No,73.3,4,87.3
INT-01758,2025-06-02,Agent_17,App Crash,High,Email,56.8,82.7,Escalated,Yes,No,81.0,5,94.8
INT-04929,2025-06-02,Agent_14,Delivery Delay,High,Email,91.1,45.2,In Progress,Yes,No,81.8,4,91.7
INT-00638,2025-06-02,Agent_18,Product Defect,Low,WhatsApp,138.1,22.0,Resolved,Yes,No,95.2,5,93.2
INT-04911,2025-06-02,Agent_18,Delivery Delay,High,WhatsApp,240.0,36.6,Escalated,Yes,Yes,72.4,3,93.7
INT-01329,2025-06-02,Agent_20,Refund Issue,High,Chat,142.4,68.7,In Progress,Yes,No,88.1,4,98.0
INT-01464,2025-06-02,Agent_06,App Crash,Medium,Email,219.5,28.6,Resolved,No,No,71.0,4,83.7
INT-04556,2025-06-02,Agent_20,Refund Issue,High,WhatsApp,69.8,53.7,Escalated,Yes,No,89.4,5,100.0
INT-03844,2025-06-02,Agent_03,Account Blocked,High,Phone,89.2,37.4,Resolved,No,No,68.7,4,87.5
INT-00386,2025-06-02,Agent_06,App Crash,Low,WhatsApp,105.9,15.5,Resolved,Yes,No,72.0,4,91.7
INT-04438,2025-06-02,Agent_05,App Crash,Medium,Phone,52.7,58.3,Escalated,No,No,67.0,4,94.3
INT-00365,2025-06-02,Agent_01,Payment Issue,High,Chat,33.7,41.3,Resolved,Yes,No,76.3,5,90.6
INT-02572,2025-06-02,Agent_09,Payment Issue,Medium,Email,74.5,17.5,Resolved,Yes,No,88.0,5,87.0
INT-02243,2025-06-02,Agent_03,General Inquiry,Medium,Email,41.3,17.1,Resolved,Yes,No,87.4,5,82.8
INT-03873,2025-06-02,Agent_16,Account Blocked,Medium,Phone,52.1,33.8,Resolved,Yes,No,94.9,5,92.5
INT-03095,2025-06-02,Agent_05,Refund Issue,High,WhatsApp,91.9,45.0,In Progress,Yes,No,81.5,4,86.8
INT-01380,2025-06-03,Agent_06,Payment Issue,Medium,Email,102.5,41.8,In Progress,Yes,No,73.4,4,96.4
INT-00452,2025-06-03,Agent_08,General Inquiry,High,Phone,153.4,31.2,In Progress,No,No,70.5,4,97.8
INT-00515,2025-06-03,Agent_01,Account Blocked,Medium,Phone,107.8,31.2,Resolved,Yes,No,63.5,4,91.3
INT-04102,2025-06-03,Agent_16,Product Defect,High,Phone,99.3,33.9,Escalated,Yes,No,73.9,4,95.2
INT-01811,2025-06-03,Agent_09,Refund Issue,Medium,Email,50.1,33.2,Resolved,Yes,No,80.4,5,98.6
INT-02864,2025-06-03,Agent_09,General Inquiry,High,WhatsApp,75.2,53.4,Escalated,Yes,No,80.3,4,86.7
INT-02118,2025-06-03,Agent_10,Refund Issue,Medium,Email,144.0,47.5,Resolved,Yes,No,84.7,5,100.0
INT-03721,2025-06-03,Agent_17,Delivery Delay,Medium,Phone,46.6,32.4,Resolved,Yes,No,87.0,5,94.3
INT-04447,2025-06-03,Agent_14,General Inquiry,Low,Chat,193.3,17.0,Resolved,No,No,84.4,5,95.9
INT-00083,2025-06-03,Agent_13,Account Blocked,Medium,Chat,84.5,30.5,Resolved,Yes,No,84.1,5,94.7
INT-01347,2025-06-03,Agent_16,App Crash,Medium,Chat,64.4,24.9,Resolved,Yes,No,79.4,4,89.5
INT-01159,2025-06-03,Agent_01,Login Issue,Low,Phone,68.8,19.6,Resolved,Yes,No,77.5,4,88.2
INT-02799,2025-06-03,Agent_13,Login Issue,High,WhatsApp,51.6,96.0,Resolved,Yes,No,79.6,4,95.3
INT-03038,2025-06-03,Agent_03,Payment Issue,High,Phone,152.1,64.7,Escalated,Yes,Yes,68.8,3,85.8
INT-01312,2025-06-03,Agent_13,App Crash,High,Phone,62.5,39.3,In Progress,Yes,No,77.4,5,84.8
INT-03549,2025-06-03,Agent_04,Refund Issue,Medium,Email,106.2,50.1,Escalated,No,Yes,60.9,3,88.1
INT-02715,2025-06-03,Agent_07,Delivery Delay,Medium,Chat,101.7,21.3,Resolved,Yes,No,86.1,5,83.2
INT-03131,2025-06-03,Agent_18,Login Issue,Medium,Phone,73.0,36.5,In Progress,Yes,No,93.2,5,92.4
INT-02352,2025-06-03,Agent_01,Account Blocked,High,Chat,167.1,35.1,In Progress,Yes,No,74.6,4,89.6
INT-01185,2025-06-03,Agent_09,Delivery Delay,High,Chat,111.0,75.5,Escalated,Yes,No,80.0,5,96.6
INT-01850,2025-06-03,Agent_15,App Crash,High,Phone,94.4,58.5,Resolved,Yes,No,86.0,5,85.8
INT-04364,2025-06-03,Agent_09,Product Defect,Critical,Chat,46.0,51.4,Resolved,Yes,No,73.1,4,89.5
INT-00750,2025-06-03,Agent_12,Delivery Delay,Low,Phone,110.4,19.3,In Progress,Yes,No,93.1,4,82.0
INT-04074,2025-06-03,Agent_06,General Inquiry,Critical,Chat,101.0,41.3,Escalated,Yes,No,80.8,4,88.1
INT-00865,2025-06-03,Agent_13,Delivery Delay,High,Phone,111.0,37.7,Resolved,Yes,No,75.3,4,92.3
INT-03991,2025-06-03,Agent_08,Login Issue,Medium,Chat,141.6,22.7,Escalated,Yes,No,79.6,4,91.6
INT-01025,2025-06-03,Agent_12,Payment Issue,Low,Phone,162.5,13.1,Escalated,No,Yes,68.6,3,90.1
INT-02212,2025-06-03,Agent_18,Payment Issue,Medium,Email,81.9,53.4,Escalated,No,Yes,65.6,3,92.4
INT-00951,2025-06-03,Agent_06,Delivery Delay,Low,Phone,177.1,50.7,Resolved,No,No,70.3,4,89.9
INT-04394,2025-06-03,Agent_17,General Inquiry,Low,Email,62.0,6.1,Resolved,Yes,No,100.0,5,89.8
INT-01421,2025-06-03,Agent_17,Product Defect,Medium,Chat,36.9,53.3,Resolved,No,No,82.0,5,92.8
INT-02936,2025-06-03,Agent_05,General Inquiry,Medium,Phone,51.6,54.6,Resolved,Yes,No,88.1,5,93.0
INT-03447,2025-06-03,Agent_12,General Inquiry,Low,WhatsApp,120.0,11.8,In Progress,Yes,No,85.4,4,92.4
INT-04037,2025-06-04,Agent_07,App Crash,Critical,WhatsApp,240.0,55.6,Resolved,No,No,66.3,4,87.9
INT-00813,2025-06-04,Agent_20,Payment Issue,Medium,Chat,141.1,27.6,Escalated,Yes,Yes,86.3,4,80.6
INT-02947,2025-06-04,Agent_16,Delivery Delay,High,WhatsApp,194.4,55.5,Resolved,No,No,69.9,4,91.1
INT-03448,2025-06-04,Agent_08,Account Blocked,Medium,WhatsApp,155.4,26.3,Resolved,Yes,No,75.0,4,88.6
INT-00352,2025-06-04,Agent_07,Account Blocked,High,Email,98.8,93.7,In Progress,Yes,No,70.3,4,90.5
INT-03560,2025-06-04,Agent_10,Delivery Delay,Medium,Phone,100.9,60.6,Resolved,Yes,No,70.8,5,89.7
INT-00838,2025-06-04,Agent_12,App Crash,Low,Chat,50.7,32.4,Resolved,Yes,No,91.0,5,88.8
INT-04446,2025-06-04,Agent_02,Delivery Delay,Medium,Email,114.7,44.5,Resolved,Yes,No,63.5,4,89.9
INT-03948,2025-06-04,Agent_16,General Inquiry,High,Phone,131.5,42.8,Resolved,No,No,79.1,4,98.0
INT-03351,2025-06-04,Agent_10,Delivery Delay,Low,Phone,54.8,44.2,Resolved,Yes,No,89.4,5,99.4
INT-01624,2025-06-04,Agent_17,Delivery Delay,High,WhatsApp,96.0,60.0,Resolved,Yes,No,84.4,5,90.8
INT-01062,2025-06-04,Agent_15,Account Blocked,Medium,Chat,98.9,52.7,Escalated,Yes,Yes,71.4,3,87.7
INT-04175,2025-06-04,Agent_10,Account Blocked,Low,Chat,58.6,19.6,Resolved,Yes,No,86.7,4,87.6
INT-04822,2025-06-04,Agent_08,Refund Issue,Low,Phone,82.6,23.0,Resolved,Yes,No,87.3,4,84.0
INT-01648,2025-06-04,Agent_01,Login Issue,Medium,Phone,125.7,30.2,Resolved,Yes,No,78.2,4,88.1
INT-04934,2025-06-04,Agent_12,App Crash,Low,Phone,32.0,18.1,Resolved,Yes,No,94.7,5,89.3
INT-00170,2025-06-04,Agent_07,Refund Issue,Medium,Chat,71.9,32.6,Resolved,Yes,No,81.0,5,94.2
INT-02470,2025-06-04,Agent_08,Login Issue,Medium,WhatsApp,162.9,35.3,Escalated,No,Yes,66.4,3,93.2
INT-01093,2025-06-04,Agent_10,Account Blocked,High,Email,52.1,40.5,Resolved,Yes,No,76.6,4,92.1
INT-01067,2025-06-04,Agent_08,Payment Issue,Critical,Phone,201.0,51.0,Resolved,Yes,No,67.7,4,87.5
INT-04045,2025-06-04,Agent_05,Payment Issue,Low,WhatsApp,167.7,18.5,Resolved,Yes,No,79.0,4,89.8
INT-02685,2025-06-04,Agent_10,Refund Issue,Low,Email,99.0,30.0,Resolved,No,No,74.4,5,84.6
INT-03743,2025-06-04,Agent_02,Payment Issue,Medium,Phone,151.3,18.9,Escalated,Yes,Yes,72.9,4,85.0
INT-00687,2025-06-04,Agent_08,Login Issue,Medium,Email,28.2,34.0,Resolved,No,No,74.5,4,89.0
INT-02157,2025-06-05,Agent_17,Login Issue,Low,Phone,93.8,14.3,Resolved,Yes,No,89.9,5,94.2
INT-04684,2025-06-05,Agent_16,Login Issue,Low,Chat,45.9,20.0,Resolved,Yes,No,85.2,5,100.0
INT-01660,2025-06-05,Agent_07,Delivery Delay,Medium,Chat,31.2,62.9,Resolved,Yes,No,82.9,5,100.0
INT-01883,2025-06-05,Agent_10,Login Issue,Medium,Email,142.6,17.7,Resolved,Yes,No,74.2,4,83.5
INT-02446,2025-06-05,Agent_05,General Inquiry,Critical,Phone,155.5,54.8,Resolved,No,No,66.3,4,95.3
INT-03699,2025-06-05,Agent_16,Payment Issue,Medium,Email,134.0,26.1,In Progress,Yes,No,85.0,4,94.4
INT-03026,2025-06-05,Agent_10,Refund Issue,Medium,Email,52.4,30.4,Escalated,Yes,No,82.3,4,93.2
